"date","swe","Q"
2011-02-16,6,0
2011-03-16,11.3,64.4
2011-04-16,15,74.4
2011-05-16,21.7,474
2011-06-16,26.9,2580
2011-07-16,38.3,1850
2011-08-16,50.2,410
2011-09-16,34.6,183
2011-10-16,0,97
2011-11-16,0,48.5
2011-12-16,0,0
2011-01-17,0,0
2011-02-17,7.6,0
2011-03-17,11.3,70.1
2011-04-17,15.4,171
2011-05-17,21.7,507
2011-06-17,27,2840
2011-07-17,38.5,1620
2011-08-17,50,416
2011-09-17,33,198
2011-10-17,0,99.1
2011-11-17,0,51
2011-12-17,0,0
2011-01-18,0,0
2011-02-18,7.7,0
2011-03-18,11.7,73.1
2011-04-18,16.3,303
2011-05-18,22,609
2011-06-18,28.9,2970
2011-07-18,39.5,1450
2011-08-18,49.8,473
2011-09-18,33,245
2011-10-18,0,111
2011-11-18,0,29.7
2011-12-18,0,0
2011-01-19,0,0
2011-02-19,7.8,0
2011-03-19,12.3,65.1
2011-04-19,16.3,329
2011-05-19,22.2,643
2011-06-19,29.2,2850
2011-07-19,41,1960
2011-08-19,50.4,502
2011-09-19,32.1,246
2011-10-19,0,98.1
2011-11-19,0,0
2011-12-19,0,0
2011-01-20,0,0
2011-02-20,7.9,0
2011-03-20,13,65.3
2011-04-20,16.6,360
2011-05-20,22.4,702
2011-06-20,29.2,2910
2011-07-20,41.5,1920
2011-08-20,51.2,521
2011-09-20,31.2,228
2011-10-20,0,88.1
2011-11-20,0,0
2011-12-20,0,0
2011-01-21,0,0
2011-02-21,7.9,0
2011-03-21,13.9,64.5
2011-04-21,16.9,352
2011-05-21,22.4,814
2011-06-21,29.4,2810
2011-07-21,42.1,1480
2011-08-21,51.5,454
2011-09-21,31,220
2011-10-21,0,91
2011-11-21,0,0
2011-12-21,0,0
2011-01-22,0,0
2011-02-22,8.6,0
2011-03-22,14.3,68.6
2011-04-22,17.1,325
2011-05-22,22.4,793
2011-06-22,29.6,2810
2011-07-22,43.2,1320
2011-08-22,52.5,379
2011-09-22,29.8,232
2011-10-22,0,90.9
2011-11-22,0,0
2011-12-22,0,0
2011-01-23,1.1,0
2011-02-23,8.7,20.3
2011-03-23,14.4,60.5
2011-04-23,17.9,329
2011-05-23,22.4,692
2011-06-23,29.7,2890
2011-07-23,43.6,1250
2011-08-23,52.2,356
2011-09-23,28.3,160
2011-10-23,0,92.7
2011-11-23,0,0
2011-12-23,0,0
2011-01-24,2,0
2011-02-24,8.9,41.2
2011-03-24,14.4,58
2011-04-24,18,233
2011-05-24,22.5,727
2011-06-24,29.8,2890
2011-07-24,44.3,1150
2011-08-24,52.3,317
2011-09-24,26.2,107
2011-10-24,0,82.3
2011-11-24,0,0
2011-12-24,0,0
2011-01-25,2.3,0
2011-02-25,8.9,45.2
2011-03-25,14.4,57.8
2011-04-25,18.4,116
2011-05-25,22.9,725
2011-06-25,29.9,3010
2011-07-25,45.1,1070
2011-08-25,52.7,300
2011-09-25,24.1,107
2011-10-25,0,83.1
2011-11-25,0,0
2011-12-25,0,0
2011-01-26,3.1,0
2011-02-26,8.9,44.7
2011-03-26,14.4,57.8
2011-04-26,18.5,112
2011-05-26,23.6,701
2011-06-26,30.4,3040
2011-07-26,45.6,994
2011-08-26,52.6,249
2011-09-26,22.3,86.8
2011-10-26,0,102
2011-11-26,0,0
2011-12-26,0,0
2011-01-27,3.3,0
2011-02-27,9,84.3
2011-03-27,14.4,58.1
2011-04-27,18.5,103
2011-05-27,23.8,801
2011-06-27,30.7,2940
2011-07-27,46.4,995
2011-08-27,52.4,239
2011-09-27,20.1,119
2011-10-27,0,74.4
2011-11-27,0,0
2011-12-27,0,0
2011-01-28,3.1,0
2011-02-28,9.1,79
2011-03-28,14.4,57.5
2011-04-28,18.5,97.6
2011-05-28,23.8,796
2011-06-28,31.2,2730
2011-07-28,46.7,998
2011-08-28,52.6,227
2011-09-28,18.5,94.1
2011-10-28,0,71.9
2011-11-28,0,0
2011-12-28,0,0
2011-01-29,3.3,0
2011-03-29,14.4,56.1
2011-04-29,18.5,95.7
2011-05-29,NA,830
2011-06-29,31.8,2830
2011-07-29,46.8,952
2011-08-29,52.5,257
2011-09-29,16.3,83.2
2011-10-29,0,96.3
2011-11-29,0,0
2011-12-29,0,0
2011-01-30,3.4,0
2011-03-30,14.4,56.8
2011-04-30,18.5,90.1
2011-05-30,NA,1140
2011-06-30,32,3150
2011-07-30,48.1,883
2011-08-30,51.6,264
2011-09-30,13.6,78.2
2011-10-30,0,100
2011-11-30,0,0
2011-12-30,0,0
2011-01-31,3.8,0
2011-03-31,14.4,54.2
2011-05-31,NA,1040
2011-07-31,NA,829
2011-08-31,51.4,236
2011-10-31,0,84.8
2011-12-31,NA,0
2012-01-01,0,0
2012-02-01,1.4,0
2012-03-01,6,53.4
2012-04-01,7.3,146
2012-05-01,9.4,421
2012-06-01,12.8,553
2012-07-01,10.6,107
2012-08-01,8,274
2012-09-01,0,55.6
2012-10-01,0,109
2012-11-01,0,52.5
2012-12-01,0,0
2012-01-02,0,0
2012-02-02,2.4,0
2012-03-02,6.1,68.5
2012-04-02,7.4,201
2012-05-02,9.4,500
2012-06-02,13.2,720
2012-07-02,10.1,53
2012-08-02,7.5,249
2012-09-02,0,52.6
2012-10-02,0,104
2012-11-02,0,55.1
2012-12-02,0,0
2012-01-03,0,0
2012-02-03,2.6,0
2012-03-03,6.2,116
2012-04-03,7.5,213
2012-05-03,9.6,554
2012-06-03,13.2,780
2012-07-03,10.1,53
2012-08-03,7.4,174
2012-09-03,0,128
2012-10-03,0,87.5
2012-11-03,0,51.1
2012-12-03,0,0
2012-01-04,0,0
2012-02-04,2.6,0
2012-03-04,6.4,39.3
2012-04-04,7.5,148
2012-05-04,9.6,591
2012-06-04,13.6,750
2012-07-04,10.1,60.5
2012-08-04,6.7,143
2012-09-04,0,193
2012-10-04,0,60.5
2012-11-04,0,45.6
2012-12-04,0,0
2012-01-05,0,0
2012-02-05,2.6,0
2012-03-05,6.4,41.2
2012-04-05,7.5,109
2012-05-05,9.6,692
2012-06-05,13.6,769
2012-07-05,10.1,163
2012-08-05,5.2,134
2012-09-05,0,217
2012-10-05,0,51.7
2012-11-05,0,40.1
2012-12-05,0,0
2012-01-06,0,0
2012-02-06,2.7,0
2012-03-06,6.4,45.7
2012-04-06,7.5,106
2012-05-06,9.6,653
2012-06-06,13.6,828
2012-07-06,10,293
2012-08-06,4.1,170
2012-09-06,0,217
2012-10-06,0,52.1
2012-11-06,0,41.6
2012-12-06,0,0
2012-01-07,0,0
2012-02-07,2.8,0
2012-03-07,6.5,43.9
2012-04-07,7.5,105
2012-05-07,9.8,576
2012-06-07,13.6,796
2012-07-07,9.7,433
2012-08-07,3.5,167
2012-09-07,0,169
2012-10-07,0,50.3
2012-11-07,0,41
2012-12-07,0,0
2012-01-08,0,0
2012-02-08,2.9,0
2012-03-08,6.6,37.2
2012-04-08,7.6,105
2012-05-08,9.9,331
2012-06-08,13.4,695
2012-07-08,9.6,504
2012-08-08,3.4,129
2012-09-08,0,123
2012-10-08,0,47.3
2012-11-08,0,38.1
2012-12-08,0,0
2012-01-09,0.4,0
2012-02-09,2.9,0
2012-03-09,6.7,33.4
2012-04-09,7.6,103
2012-05-09,10,242
2012-06-09,13.4,500
2012-07-09,9.4,352
2012-08-09,2.4,101
2012-09-09,0,98.7
2012-10-09,0,48.5
2012-11-09,0,36.7
2012-12-09,0,0
2012-01-10,0.4,0
2012-02-10,3,0
2012-03-10,6.7,33.9
2012-04-10,7.7,111
2012-05-10,10.2,295
2012-06-10,13.4,389
2012-07-10,8.9,252
2012-08-10,1.1,85.6
2012-09-10,0,64.5
2012-10-10,0,52.3
2012-11-10,0,37.7
2012-12-10,0,0
2012-01-11,0.4,0
2012-02-11,3,0
2012-03-11,6.7,39.3
2012-04-11,7.7,147
2012-05-11,10.5,359
2012-06-11,13.4,322
2012-07-11,8.3,213
2012-08-11,0.6,98.1
2012-09-11,0,55.3
2012-10-11,0,49.2
2012-11-11,0,35.5
2012-12-11,0,0
2012-01-12,0.6,0
2012-02-12,3.2,0
2012-03-12,6.7,42.6
2012-04-12,7.7,231
2012-05-12,10.5,333
2012-06-12,13.4,332
2012-07-12,7.9,199
2012-08-12,0.6,206
2012-09-12,0,68.5
2012-10-12,0,49.2
2012-11-12,0,17.6
2012-12-12,0,0
2012-01-13,0.5,0
2012-02-13,3.6,0
2012-03-13,6.8,43.9
2012-04-13,7.7,245
2012-05-13,10.7,300
2012-06-13,13.4,325
2012-07-13,7.9,184
2012-08-13,0.4,275
2012-09-13,0,82.2
2012-10-13,0,51.9
2012-11-13,0,15.9
2012-12-13,0,0
2012-01-14,0.3,0
2012-02-14,4.3,0
2012-03-14,7,48.4
2012-04-14,7.8,136
2012-05-14,10.9,247
2012-06-14,13.4,322
2012-07-14,7.9,166
2012-08-14,0.3,270
2012-09-14,0,76
2012-10-14,0,54.8
2012-11-14,0,33.4
2012-12-14,0,0
2012-01-15,0.1,0
2012-02-15,4.3,0
2012-03-15,7,44.1
2012-04-15,7.9,83.4
2012-05-15,11.1,265
2012-06-15,13.4,266
2012-07-15,8.2,153
2012-08-15,0,253
2012-09-15,0,65.6
2012-10-15,0,56.9
2012-11-15,0,48.5
2012-12-15,0,0
2012-01-16,0,0
2012-02-16,4.3,0
2012-03-16,7,42.9
2012-04-16,7.9,56.8
2012-05-16,11.1,357
2012-06-16,13.4,380
2012-07-16,9.6,127
2012-08-16,0,249
2012-09-16,0,60.7
2012-10-16,0,56.9
2012-11-16,0,34.4
2012-12-16,0,0
2012-01-17,0.1,0
2012-02-17,4.3,0
2012-03-17,7,57.5
2012-04-17,7.9,47.1
2012-05-17,11.1,362
2012-06-17,13.4,417
2012-07-17,9.6,186
2012-08-17,0,212
2012-09-17,0,55.6
2012-10-17,0,55.6
2012-11-17,0,38.1
2012-12-17,0,0
2012-01-18,0.4,0
2012-02-18,4.4,0
2012-03-18,7,53.4
2012-04-18,8,49.7
2012-05-18,11.1,461
2012-06-18,13.1,410
2012-07-18,9.7,190
2012-08-18,0,192
2012-09-18,0,55.3
2012-10-18,0,57.7
2012-11-18,0,38.3
2012-12-18,0,0
2012-01-19,0.2,0
2012-02-19,4.4,0
2012-03-19,7,50.4
2012-04-19,8,69.3
2012-05-19,11.1,493
2012-06-19,13.1,403
2012-07-19,10.2,168
2012-08-19,0,223
2012-09-19,0,51.1
2012-10-19,0,47.2
2012-11-19,0,37.2
2012-12-19,0,0
2012-01-20,0.2,0
2012-02-20,4.8,0
2012-03-20,7,47.8
2012-04-20,8.6,125
2012-05-20,11.1,519
2012-06-20,13.1,411
2012-07-20,10.4,159
2012-08-20,0.3,299
2012-09-20,0,48
2012-10-20,0,46.1
2012-11-20,0,29.7
2012-12-20,0,0
2012-01-21,0.2,0
2012-02-21,4.9,0
2012-03-21,7.1,46.6
2012-04-21,8.6,132
2012-05-21,11.3,472
2012-06-21,13.2,344
2012-07-21,10.4,160
2012-08-21,0,289
2012-09-21,0,44.9
2012-10-21,0,47.9
2012-11-21,0,36.7
2012-12-21,0,0
2012-01-22,0.1,0
2012-02-22,5.1,0
2012-03-22,7.3,39.8
2012-04-22,9,184
2012-05-22,11.4,498
2012-06-22,13.2,203
2012-07-22,10.2,127
2012-08-22,0,216
2012-09-22,0,43.8
2012-10-22,0,48.1
2012-11-22,0,35.5
2012-12-22,0,0
2012-01-23,0.1,0
2012-02-23,5.1,39.3
2012-03-23,7.3,46.6
2012-04-23,9.4,336
2012-05-23,11.7,576
2012-06-23,12.9,116
2012-07-23,9.9,109
2012-08-23,0,186
2012-09-23,0,43.8
2012-10-23,0,47.6
2012-11-23,0,29.1
2012-12-23,0,0
2012-01-24,0,0
2012-02-24,5.3,89.8
2012-03-24,7.3,57
2012-04-24,9.4,200
2012-05-24,12.1,575
2012-06-24,12.4,79.9
2012-07-24,9.6,135
2012-08-24,0.6,106
2012-09-24,0,44.3
2012-10-24,0,50.7
2012-11-24,0,26.5
2012-12-24,0,0
2012-01-25,0,0
2012-02-25,5.3,58.8
2012-03-25,7.4,66.3
2012-04-25,9.5,261
2012-05-25,12.2,483
2012-06-25,12.2,87.8
2012-07-25,9.5,195
2012-08-25,0.5,46
2012-09-25,0,45.6
2012-10-25,0,57.7
2012-11-25,0,38.3
2012-12-25,0,0
2012-01-26,0.9,0
2012-02-26,5.6,62.6
2012-03-26,7.5,74.8
2012-04-26,9.5,280
2012-05-26,12.2,511
2012-06-26,12,228
2012-07-26,9.1,245
2012-08-26,0,41.1
2012-09-26,0,60.2
2012-10-26,0,57.5
2012-11-26,0,27.7
2012-12-26,0,0
2012-01-27,1.2,0
2012-02-27,5.6,54.8
2012-03-27,7.5,79.8
2012-04-27,9.6,374
2012-05-27,12.5,534
2012-06-27,11.7,289
2012-07-27,8.8,259
2012-08-27,0,36.6
2012-09-27,0,79.8
2012-10-27,0,50.4
2012-11-27,0,43.4
2012-12-27,0,0
2012-01-28,1.3,0
2012-02-28,5.8,58.3
2012-03-28,7.5,79.5
2012-04-28,9.6,266
2012-05-28,12.5,494
2012-06-28,11.7,292
2012-07-28,8.6,232
2012-08-28,0,39.5
2012-09-28,0,77.2
2012-10-28,0,53.1
2012-11-28,0,4.52
2012-12-28,0,0
2012-01-29,1.4,0
2012-02-29,5.8,123
2012-03-29,7.5,73.4
2012-04-29,9.6,180
2012-05-29,12.8,468
2012-06-29,11.5,240
2012-07-29,8.6,228
2012-08-29,0,37.2
2012-09-29,0,95.6
2012-10-29,0,58.3
2012-11-29,0,0
2012-12-29,0,0
2012-01-30,1.4,0
2012-03-30,7.4,86.3
2012-04-30,9.5,231
2012-05-30,NA,479
2012-06-30,11.2,217
2012-07-30,8.5,314
2012-08-30,0,27.6
2012-09-30,0,114
2012-10-30,0,55.1
2012-11-30,0,0
2012-12-30,0,0
2012-01-31,1.4,0
2012-03-31,7.3,90.9
2012-05-31,NA,507
2012-07-31,NA,298
2012-08-31,0,59.8
2012-10-31,0,53.4
2012-12-31,NA,0
2013-01-01,0,0
2013-02-01,1.2,0
2013-03-01,3.4,0
2013-04-01,5.6,36.2
2013-05-01,7,95
2013-06-01,10.5,1170
2013-07-01,14.9,817
2013-08-01,22,280
2013-09-01,12.9,125
2013-10-01,0,131
2013-11-01,0,329
2013-12-01,0,243
2013-01-02,0,0
2013-02-02,1.2,0
2013-03-02,3.4,0
2013-04-02,5.6,36.2
2013-05-02,7.1,59.6
2013-06-02,10.9,1310
2013-07-02,14.9,569
2013-08-02,22.8,193
2013-09-02,12.6,105
2013-10-02,0,77.8
2013-11-02,0,300
2013-12-02,0,256
2013-01-03,0,0
2013-02-03,1.2,0
2013-03-03,3.4,0
2013-04-03,5.7,29.8
2013-05-03,7.2,53.8
2013-06-03,11,1550
2013-07-03,15,449
2013-08-03,22.8,166
2013-09-03,11,60.2
2013-10-03,0,73
2013-11-03,0,121
2013-12-03,0,255
2013-01-04,0,0
2013-02-04,1.2,0
2013-03-04,3.6,0
2013-04-04,5.7,23.4
2013-05-04,7.2,102
2013-06-04,11.5,1490
2013-07-04,15.1,445
2013-08-04,22.9,311
2013-09-04,9.9,44.7
2013-10-04,0,106
2013-11-04,0,55.3
2013-12-04,0,260
2013-01-05,0,0
2013-02-05,1.3,0
2013-03-05,3.7,0
2013-04-05,5.7,25.8
2013-05-05,7.2,167
2013-06-05,11.8,1740
2013-07-05,14.9,439
2013-08-05,22.9,282
2013-09-05,8.9,77.2
2013-10-05,0,79.1
2013-11-05,0,45.9
2013-12-05,0,259
2013-01-06,0,0
2013-02-06,1.3,0
2013-03-06,3.7,0
2013-04-06,5.7,26.1
2013-05-06,7.2,171
2013-06-06,12,1840
2013-07-06,15.1,637
2013-08-06,23,240
2013-09-06,7.9,159
2013-10-06,0,52.1
2013-11-06,0,23.1
2013-12-06,0,259
2013-01-07,0,0
2013-02-07,1.3,0
2013-03-07,3.7,21.2
2013-04-07,5.8,27.8
2013-05-07,7.3,118
2013-06-07,12,1700
2013-07-07,15.5,709
2013-08-07,22.8,267
2013-09-07,6.4,130
2013-10-07,0,90
2013-11-07,0,71.7
2013-12-07,0,259
2013-01-08,0,0
2013-02-08,1.3,0
2013-03-08,3.8,28.6
2013-04-08,5.8,26.6
2013-05-08,7.3,112
2013-06-08,12,1850
2013-07-08,15.8,596
2013-08-08,22.9,276
2013-09-08,5.1,134
2013-10-08,0,119
2013-11-08,0,117
2013-12-08,0,259
2013-01-09,0,0
2013-02-09,1.3,0
2013-03-09,4.1,23.5
2013-04-09,5.8,32.7
2013-05-09,7.4,168
2013-06-09,12.3,1840
2013-07-09,15.8,375
2013-08-09,23.6,244
2013-09-09,3.1,164
2013-10-09,0,110
2013-11-09,0,114
2013-12-09,0,259
2013-01-10,0,0
2013-02-10,1.3,0
2013-03-10,4.1,29.5
2013-04-10,5.8,21.7
2013-05-10,7.9,199
2013-06-10,12.5,1760
2013-07-10,15.6,462
2013-08-10,23.6,234
2013-09-10,0.6,177
2013-10-10,0,75.6
2013-11-10,0,102
2013-12-10,0,259
2013-01-11,0,0
2013-02-11,2.3,0
2013-03-11,4.4,23.5
2013-04-11,5.8,20.8
2013-05-11,8,195
2013-06-11,12.6,1650
2013-07-11,16,477
2013-08-11,22.9,235
2013-09-11,0,242
2013-10-11,0,100
2013-11-11,0,93.2
2013-01-12,0,0
2013-02-12,2.5,0
2013-03-12,4.5,22.2
2013-04-12,5.7,24.2
2013-05-12,8.1,172
2013-06-12,13,1720
2013-07-12,16.7,505
2013-08-12,22.7,188
2013-09-12,0,2750
2013-10-12,0,80
2013-11-12,0,72.2
2013-01-13,0.5,0
2013-02-13,2.7,0
2013-03-13,4.5,21.5
2013-04-13,5.7,24.9
2013-05-13,8.1,380
2013-06-13,13.1,1790
2013-07-13,16.7,481
2013-08-13,22.2,165
2013-09-13,0,5610
2013-10-13,0,69.6
2013-11-13,0,43.2
2013-01-14,1.3,0
2013-02-14,2.7,0
2013-03-14,4.5,26.9
2013-04-14,5.7,25.4
2013-05-14,8.1,551
2013-06-14,13.1,1780
2013-07-14,17.9,487
2013-08-14,21.5,200
2013-09-14,0,3760
2013-10-14,0,111
2013-11-14,0,47.4
2013-01-15,1,0
2013-02-15,3,0
2013-03-15,4.5,31.9
2013-04-15,5.7,29.4
2013-05-15,8.7,725
2013-06-15,13.1,1680
2013-07-15,18,553
2013-08-15,20.4,229
2013-09-15,0,3490
2013-10-15,0,142
2013-11-15,0,170
2013-01-16,0.7,0
2013-02-16,3,0
2013-03-16,4.5,38
2013-04-16,6,34.2
2013-05-16,9.1,597
2013-06-16,13.1,1550
2013-07-16,18.9,528
2013-08-16,20.2,251
2013-09-16,0,3480
2013-10-16,0,161
2013-11-16,0,258
2013-01-17,1.3,0
2013-02-17,3.2,0
2013-03-17,4.5,31.9
2013-04-17,6,25.7
2013-05-17,9.1,773
2013-06-17,13.1,1390
2013-07-17,19.3,483
2013-08-17,19.2,252
2013-09-17,0,2590
2013-10-17,0,67.2
2013-11-17,0,257
2013-01-18,1.3,0
2013-02-18,3.2,0
2013-03-18,4.6,17.3
2013-04-18,6,29.6
2013-05-18,9.3,883
2013-06-18,13,1210
2013-07-18,20.1,467
2013-08-18,18,251
2013-09-18,0,2050
2013-10-18,0,93.6
2013-11-18,0,213
2013-12-18,0,0
2013-01-19,0.7,0
2013-02-19,3.2,0
2013-03-19,4.9,18.7
2013-04-19,6,26.4
2013-05-19,9.4,630
2013-06-19,13,1070
2013-07-19,20.5,428
2013-08-19,17.9,243
2013-09-19,0,1640
2013-10-19,0,57.1
2013-11-19,0,221
2013-12-19,0,0
2013-01-20,0.5,0
2013-02-20,3.2,0
2013-03-20,5,23.6
2013-04-20,6,54.2
2013-05-20,9.4,530
2013-06-20,13,1030
2013-07-20,20.8,377
2013-08-20,18.2,184
2013-09-20,0,1300
2013-10-20,0,72.6
2013-11-20,0,303
2013-12-20,0,0
2013-01-21,0,0
2013-02-21,3.2,0
2013-03-21,5.2,29.7
2013-04-21,5.9,49.3
2013-05-21,9.4,468
2013-06-21,13.2,983
2013-07-21,21.4,386
2013-08-21,18.8,138
2013-09-21,0,1090
2013-10-21,0,91.9
2013-11-21,0,286
2013-12-21,0,0
2013-01-22,0,0
2013-02-22,3.2,0
2013-03-22,5.4,24.7
2013-04-22,5.9,55.8
2013-05-22,9.4,617
2013-06-22,13.3,944
2013-07-22,21.5,409
2013-08-22,18.8,138
2013-09-22,0,897
2013-10-22,0,118
2013-11-22,0,300
2013-12-22,0,0
2013-01-23,0,0
2013-02-23,3.2,0
2013-03-23,5.4,30.4
2013-04-23,6,53.9
2013-05-23,9.4,741
2013-06-23,13.4,898
2013-07-23,22,366
2013-08-23,18.7,178
2013-09-23,0,840
2013-10-23,0,68
2013-11-23,0,319
2013-12-23,0,0
2013-01-24,0,0
2013-02-24,3.3,0
2013-03-24,5.4,38.2
2013-04-24,6,49.9
2013-05-24,9.8,1140
2013-06-24,13.6,859
2013-07-24,22.1,311
2013-08-24,18.1,192
2013-09-24,0,674
2013-10-24,0,123
2013-11-24,0,311
2013-12-24,0.3,0
2013-01-25,0.5,0
2013-02-25,3.3,0
2013-03-25,5.4,37.8
2013-04-25,6,60.6
2013-05-25,10,1360
2013-06-25,13.9,782
2013-07-25,22.1,308
2013-08-25,16.8,212
2013-09-25,0,548
2013-10-25,0,231
2013-11-25,0,315
2013-12-25,0,0
2013-01-26,1,0
2013-02-26,3.3,0
2013-03-26,5.4,35.4
2013-04-26,6,68
2013-05-26,10.2,1490
2013-06-26,14.1,762
2013-07-26,22.1,284
2013-08-26,15.9,275
2013-09-26,0,470
2013-10-26,0,265
2013-11-26,0,262
2013-12-26,0,0
2013-01-27,1.1,0
2013-02-27,3.3,0
2013-03-27,5.5,30.3
2013-04-27,6,90.2
2013-05-27,10.2,1440
2013-06-27,14.4,728
2013-07-27,22.1,223
2013-08-27,15,214
2013-09-27,0,385
2013-10-27,0,318
2013-11-27,0,249
2013-12-27,0,0
2013-01-28,1.2,0
2013-02-28,3.3,0
2013-03-28,5.5,28.7
2013-04-28,6.1,136
2013-05-28,10.2,1340
2013-06-28,14.6,730
2013-07-28,22.1,337
2013-08-28,14.5,184
2013-09-28,0,359
2013-10-28,0,371
2013-11-28,0,255
2013-12-28,0.3,0
2013-01-29,1.5,0
2013-03-29,5.5,33
2013-04-29,6.5,124
2013-05-29,NA,1280
2013-06-29,14.6,799
2013-07-29,21.9,382
2013-08-29,13.9,195
2013-09-29,0,346
2013-10-29,0,351
2013-11-29,0,257
2013-12-29,0.2,0
2013-01-30,1.5,0
2013-03-30,5.5,35.2
2013-04-30,6.6,114
2013-05-30,NA,1230
2013-06-30,14.7,792
2013-07-30,21.1,351
2013-08-30,13.7,151
2013-09-30,0,253
2013-10-30,0,321
2013-11-30,0,247
2013-12-30,0,0
2013-01-31,1.3,0
2013-03-31,5.6,36.8
2013-05-31,NA,1200
2013-07-31,NA,351
2013-08-31,13.6,119
2013-10-31,0,329
2013-12-31,NA,0
2014-01-01,0,0
2014-02-01,2.3,0
2014-03-01,4.5,137
2014-04-01,7.2,230
2014-05-01,11.5,534
2014-06-01,18.6,5180
2014-07-01,22.8,1430
2014-08-01,28.9,777
2014-09-01,25,435
2014-10-01,0,220
2014-11-01,0,149
2014-12-01,0,0
2014-01-02,0,0
2014-02-02,2.5,0
2014-03-02,4.6,126
2014-04-02,7.7,234
2014-05-02,11.5,516
2014-06-02,18.9,4870
2014-07-02,22.9,1460
2014-08-02,29.1,663
2014-09-02,23.6,522
2014-10-02,0,189
2014-11-02,0,144
2014-12-02,0,0
2014-01-03,0,0
2014-02-03,2.6,0
2014-03-03,4.7,122
2014-04-03,7.7,186
2014-05-03,11.5,521
2014-06-03,18.9,4670
2014-07-03,23,1420
2014-08-03,29.5,524
2014-09-03,22.5,483
2014-10-03,0,158
2014-11-03,0,153
2014-12-03,0,0
2014-01-04,0,0
2014-02-04,2.6,0
2014-03-04,4.9,135
2014-04-04,7.8,164
2014-05-04,11.6,587
2014-06-04,19.1,4650
2014-07-04,23.2,1410
2014-08-04,29.5,533
2014-09-04,20.7,482
2014-10-04,0,138
2014-11-04,0,159
2014-12-04,0,0
2014-01-05,0.5,0
2014-02-05,2.8,0
2014-03-05,5.6,141
2014-04-05,8.2,159
2014-05-05,11.8,779
2014-06-05,19.4,4470
2014-07-05,23.3,1270
2014-08-05,29,662
2014-09-05,19.4,340
2014-10-05,0,140
2014-11-05,0,170
2014-12-05,0,0
2014-01-06,0.4,0
2014-02-06,2.8,0
2014-03-06,5.7,140
2014-04-06,8.2,192
2014-05-06,11.8,943
2014-06-06,19.5,4260
2014-07-06,23.4,1280
2014-08-06,28.7,677
2014-09-06,17.9,271
2014-10-06,0,152
2014-11-06,0,182
2014-12-06,0,0
2014-01-07,0.2,0
2014-02-07,2.9,0
2014-03-07,5.7,156
2014-04-07,8.3,190
2014-05-07,12,1030
2014-06-07,19.5,3910
2014-07-07,23.8,1260
2014-08-07,28.3,689
2014-09-07,16.4,171
2014-10-07,0,151
2014-11-07,0,181
2014-12-07,0,0
2014-01-08,0,0
2014-02-08,2.9,0
2014-03-08,5.7,145
2014-04-08,8.4,188
2014-05-08,12.7,1180
2014-06-08,20.2,3940
2014-07-08,24.4,1250
2014-08-08,28.1,682
2014-09-08,14.9,154
2014-10-08,0,146
2014-11-08,0,185
2014-12-08,0,0
2014-01-09,0,0
2014-02-09,2.9,0
2014-03-09,5.7,146
2014-04-09,8.6,196
2014-05-09,13.5,1230
2014-06-09,20.2,3270
2014-07-09,24.5,1130
2014-08-09,27.9,693
2014-09-09,14.6,192
2014-10-09,0,141
2014-11-09,0,180
2014-12-09,0,0
2014-01-10,0,0
2014-02-10,2.9,0
2014-03-10,5.9,157
2014-04-10,8.9,234
2014-05-10,15,1020
2014-06-10,20.4,2980
2014-07-10,24.5,1090
2014-08-10,28.1,718
2014-09-10,14.1,271
2014-10-10,0,164
2014-11-10,0,179
2014-12-10,0,0
2014-01-11,0.4,0
2014-02-11,2.9,0
2014-03-11,6.3,167
2014-04-11,9.1,280
2014-05-11,15.4,1060
2014-06-11,20.5,2430
2014-07-11,24.5,1160
2014-08-11,28.8,734
2014-09-11,11.7,264
2014-10-11,0,167
2014-11-11,0,170
2014-12-11,0,0
2014-01-12,0.3,0
2014-02-12,2.9,0
2014-03-12,6.3,148
2014-04-12,9.2,324
2014-05-12,15.6,939
2014-06-12,20.5,2550
2014-07-12,24.5,1240
2014-08-12,30.3,695
2014-09-12,9.6,219
2014-10-12,0,159
2014-11-12,0,112
2014-12-12,0,0
2014-01-13,0.3,0
2014-02-13,2.9,0
2014-03-13,6.4,152
2014-04-13,9.3,392
2014-05-13,15.6,818
2014-06-13,20.7,2760
2014-07-13,24.7,1230
2014-08-13,30.7,614
2014-09-13,8.1,210
2014-10-13,0,154
2014-11-13,0,103
2014-12-13,0,0
2014-01-14,0,0
2014-02-14,2.9,0
2014-03-14,6.4,159
2014-04-14,9.3,349
2014-05-14,15.6,826
2014-06-14,20.7,2850
2014-07-14,25.7,1060
2014-08-14,30.7,661
2014-09-14,5.7,296
2014-10-14,0,134
2014-11-14,0,88
2014-12-14,0,0
2014-01-15,0.9,0
2014-02-15,2.9,0
2014-03-15,6.5,157
2014-04-15,9.7,92.2
2014-05-15,15.6,639
2014-06-15,20.7,2570
2014-07-15,25.8,973
2014-08-15,30.9,613
2014-09-15,4.9,308
2014-10-15,0,146
2014-11-15,0,0
2014-12-15,0,0
2014-01-16,0.7,0
2014-02-16,2.9,0
2014-03-16,6.5,147
2014-04-16,9.6,127
2014-05-16,16,733
2014-06-16,20.7,2290
2014-07-16,25.8,1080
2014-08-16,31.2,615
2014-09-16,4,315
2014-10-16,0,163
2014-11-16,0,0
2014-12-16,0,0
